N M d gamma tmax seed FW_fin_energy FW_fin_opt_gap int_FW_path_energy shortest_path_energy frac_shortest_paths avg_traf_int_paths avg_len_int_paths time avg_len_shortest_path avg_traf_shortest_paths avg_traf_FW avg_traf_int_FW RGAP avg_degen_od_FW identifier num_start_end_pairs misall_traffic_1e-1 misall_traffic_1e-2 misall_traffic_1e-3 misall_traffic_1e-4 misall_traffic_1e-5 frac_integer_paths_tol_1e-02 frac_integer_paths_tol_1e-03 frac_integer_paths_tol_1e-04 frac_integer_paths_tol_1e-06 frac_integer_paths_tol_0e+00 frac_FW_flow_SP final_t init_energy tot_num_tap_paths_tol_1e-2 tot_num_tap_paths_tol_1e-3 tot_num_tap_paths_tol_1e-4 tot_num_tap_paths_tol_1e-5 tot_num_tap_paths_tol_1e-6 tot_num_tap_paths_tol_1e-9
416 18564 4.394230769230769 2.0 14728 0 7.38354188913e+07 2.9841e+01 7.82103490000e+07 1.011374e+08 6.4474e-01 6.62262e-01 1.24839e+01 6.9903e+03 1.1882e+01 2.4134e+02 2.5556e+02 2.5356e+02 2.0208e-07 2.0000e+00 Anaheim_gamma2_3rdtry 17568 0 0 0.0012810325830074527 0.04432116033049731 13.746245049262354 0.368939883645766 0.35870502046972635 0.35671191553544496 0.3530489118724413 0.06297134238310709 6.18011e-01 14727 1.01137371000e+08 69431 83586 90392 92371 93332 94591
416 28462 4.394230769230769 2.0 10985 0 1.73743892352e+08 1.0949e+02 1.81792192000e+08 2.376729e+08 6.4535e-01 6.70427e-01 1.24960e+01 7.1973e+03 1.1898e+01 3.7050e+02 3.9229e+02 3.8912e+02 3.1508e-07 2.0000e+00 Anaheim_gamma2_3rdtry 26212 0 2.0040253237997545e-07 0.04253648670875551 0.2760968563374367 58.12774547253919 0.38145597638957207 0.367437284800787 0.35942660389290987 0.3573887991005551 0.0814419225634179 6.20345e-01 10984 2.37672887000e+08 103305 125481 136366 139297 140523 142755
416 43638 4.394230769230769 2.0 8136 0 4.08556536416e+08 5.0746e+02 4.27357443000e+08 5.584406e+08 6.4281e-01 6.83029e-01 1.25040e+01 7.6002e+03 1.1897e+01 5.6803e+02 6.0154e+02 5.9699e+02 6.2103e-07 2.0000e+00 Anaheim_gamma2_3rdtry 38545 0 7.693884923172702e-07 0.015007547136497164 3.6524188211390216 173.9320936984858 0.3937852330537605 0.3840689307484303 0.37893578990787846 0.37609422979971585 0.10438150236032816 6.20116e-01 8135 5.58440587000e+08 153913 185967 201724 205908 208331 210769
416 66905 4.394230769230769 2.0 5994 1 9.54218721069e+08 1.6949e+03 9.86775491000e+08 1.310754e+09 6.4557e-01 7.06010e-01 1.24720e+01 7.6397e+03 1.1869e+01 8.6884e+02 9.2018e+02 9.1295e+02 8.8812e-07 2.0000e+00 Anaheim_gamma2_3rdtry 55335 0 1.5242420399523084e-05 0.6252906666099637 4.682985581904035 373.0731905444478 0.41856363500485766 0.40376653463866674 0.4001793587923175 0.3960541065690158 0.13477318586054854 6.21335e-01 5993 1.31075437200e+09 216960 265922 286493 292327 296107 301615
416 28462 4.394230769230769 2.0 10985 1 1.74095847475e+08 1.2530e+02 1.82217798000e+08 2.386311e+08 6.4999e-01 6.72080e-01 1.25073e+01 7.6839e+03 1.1906e+01 3.7077e+02 3.9293e+02 3.8948e+02 3.5985e-07 2.0000e+00 Anaheim_gamma2_3rdtry 26209 0 0 0.003128591403520573 0.15583213359756512 39.98179977287732 0.37808305811257115 0.36880753285081863 0.3665237861007659 0.36480219239688005 0.07894736842105263 6.19969e-01 10984 2.38631063000e+08 102026 122957 133870 136275 137147 138329
416 28462 4.394230769230769 2.0 10985 2 1.70387025437e+08 1.2405e+02 1.78658903000e+08 2.338090e+08 6.5505e-01 6.76209e-01 1.23777e+01 7.7567e+03 1.1794e+01 3.6725e+02 3.8881e+02 3.8544e+02 3.6403e-07 2.0000e+00 Anaheim_gamma2_3rdtry 26230 0 8.554605071850376e-08 0.012330925687233896 1.003025432881379 60.46060123244584 0.38380999227039564 0.376502002670227 0.37351556461246577 0.37256693134705926 0.08295270887499122 6.25031e-01 10984 2.33808985000e+08 101789 123582 134304 137608 139083 140160
416 66905 4.394230769230769 2.0 5994 0 9.58643263351e+08 1.4995e+03 9.90847517000e+08 1.310982e+09 6.3838e-01 7.02653e-01 1.24978e+01 7.8061e+03 1.1886e+01 8.7009e+02 9.2164e+02 9.1484e+02 7.8209e-07 2.0000e+00 Anaheim_gamma2_3rdtry 55442 0 6.510791163876418e-05 0.3264700722649319 3.560085210174658 283.28238508344276 0.41678499364770943 0.4029295269411853 0.3977131753979523 0.39378222853299455 0.136626560047829 6.18887e-01 5993 1.31098244100e+09 221918 265126 285562 292475 296127 303717
416 43638 4.394230769230769 2.0 8136 1 4.06822715203e+08 4.6139e+02 4.25876045000e+08 5.586365e+08 6.4641e-01 6.88321e-01 1.24791e+01 7.8344e+03 1.1877e+01 5.6704e+02 6.0073e+02 5.9580e+02 5.6706e-07 2.0000e+00 Anaheim_gamma2_3rdtry 38474 0 1.2108186599270953e-06 0.0592312330272458 1.2513424797226638 109.17847105815115 0.39362482240249325 0.38301480361153123 0.37806498922957055 0.3756588294605619 0.10156285805948943 6.20832e-01 8135 5.58636474000e+08 149690 182933 195119 199200 200849 204661
416 43638 4.394230769230769 2.0 8136 2 4.02209746763e+08 4.2164e+02 4.20525049000e+08 5.507072e+08 6.5225e-01 6.87052e-01 1.24088e+01 7.8602e+03 1.1818e+01 5.6422e+02 5.9733e+02 5.9245e+02 5.2416e-07 2.0000e+00 Anaheim_gamma2_3rdtry 38615 0 2.5233223893835813e-06 0.03958198090340082 0.6411715667194255 129.7841152731977 0.3949768550346029 0.38491681561941427 0.3825106558504056 0.38001283285210136 0.10580228241440946 6.24738e-01 8135 5.50707179000e+08 152236 185227 202143 207074 208832 211224
416 102578 4.394230769230769 2.0 4398 1 2.24050431024e+09 5.7333e+03 2.29764450800e+09 3.073678e+09 6.4455e-01 7.31002e-01 1.24753e+01 7.8884e+03 1.1864e+01 1.3315e+03 1.4100e+03 1.4001e+03 1.2794e-06 2.0000e+00 Anaheim_gamma2_3rdtry 77244 0 0.00021655769751192567 1.8536153811176663 16.066651113463305 791.3439633201077 0.44899491118953383 0.4311060851254655 0.42596853126401374 0.42006083175729686 0.18454249449199633 6.21341e-01 4397 3.07367831300e+09 305062 368628 399030 408544 413732 422533
416 157270 4.394230769230769 2.0 3218 1 5.26941395708e+09 2.4002e+04 5.35153354200e+09 7.226356e+09 6.3716e-01 7.60909e-01 1.24854e+01 7.8898e+03 1.1867e+01 2.0419e+03 2.1623e+03 2.1483e+03 2.2774e-06 2.0000e+00 Anaheim_gamma2_3rdtry 103222 0 0.0030061987496446353 6.724286921131489 60.6840941661143 4418.544808857051 0.48462516691040886 0.46438608762001654 0.4581801996566414 0.4510841228460609 0.25177719844852803 6.20574e-01 3217 7.22635633300e+09 418640 503313 541556 556131 566126 583385
416 157270 4.394230769230769 2.0 3218 2 5.25309900008e+09 2.2617e+04 5.34042186700e+09 7.197034e+09 6.3930e-01 7.61603e-01 1.24621e+01 7.9631e+03 1.1847e+01 2.0385e+03 2.1586e+03 2.1443e+03 2.1527e-06 2.0000e+00 Anaheim_gamma2_3rdtry 103323 0 0.003812254556600975 3.977443996139618 116.79117481338623 3805.9069089502527 0.48489222356457046 0.4647040122083042 0.461849049405481 0.4569975201882114 0.25421250079481145 6.21556e-01 3217 7.19703366100e+09 416884 500552 535157 551765 561233 583133
416 102578 4.394230769230769 2.0 4398 0 2.24661837124e+09 5.6336e+03 2.29720080900e+09 3.073929e+09 6.3956e-01 7.27396e-01 1.24861e+01 8.0109e+03 1.1873e+01 1.3325e+03 1.4114e+03 1.4013e+03 1.2538e-06 2.0000e+00 Anaheim_gamma2_3rdtry 77437 0 0.00041267755662778045 0.8091280212549355 17.29863420694266 820.5201472418552 0.44576809842266374 0.425734562966718 0.42143539550390924 0.4189787283823042 0.1852346507048295 6.19102e-01 4397 3.07392898800e+09 311196 373341 402217 412858 417987 428281
416 66905 4.394230769230769 2.0 5994 2 9.45893999156e+08 1.5932e+03 9.76848027000e+08 1.293818e+09 6.4968e-01 7.05252e-01 1.24168e+01 8.1108e+03 1.1822e+01 8.6541e+02 9.1604e+02 9.0891e+02 8.4214e-07 2.0000e+00 Anaheim_gamma2_3rdtry 55546 0 2.258601710889395e-05 0.450292230856658 1.9817484714549716 346.2101688432075 0.4152006576489052 0.4034526567521112 0.4005231298109259 0.39612883939914806 0.13682086540617294 6.23964e-01 5993 1.29381791400e+09 219201 264001 285441 292648 297218 302727
416 102578 4.394230769230769 2.0 4398 2 2.22911944518e+09 5.7921e+03 2.28234025300e+09 3.054926e+09 6.4580e-01 7.30213e-01 1.24337e+01 8.8910e+03 1.1833e+01 1.3280e+03 1.4061e+03 1.3954e+03 1.2992e-06 2.0000e+00 Anaheim_gamma2_3rdtry 77455 0 0.0003236491243840601 1.1133846502920197 20.234616705277546 912.8679531610138 0.44195636491255436 0.4284641931018347 0.42371658640254245 0.41536196845327455 0.1844060129852405 6.22705e-01 4397 3.05492581300e+09 309415 371459 399428 410121 416711 426216
416 369688 4.394230769230769 2.0 3000 2 2.90189208095e+10 1.2801e+05 2.91638488710e+10 3.978446e+10 6.3623e-01 8.38097e-01 1.24813e+01 1.0463e+04 1.1850e+01 4.7929e+03 5.0744e+03 5.0483e+03 2.2057e-06 2.0000e+00 Anaheim_gamma2_3rdtry 152615 0 0.014234110013955505 6.822239307585024 194.44985272516575 9425.99233045259 0.6011095842981108 0.5880093484235355 0.5831187379628227 0.5791424119798316 0.4557275324057043 6.22591e-01 2999 3.97844570130e+10 642396 748655 788495 811704 826394 857192
416 241125 4.394230769230769 2.0 3000 1 1.23902495969e+10 5.7471e+04 1.25005932300e+10 1.698609e+10 6.3762e-01 7.97232e-01 1.24903e+01 1.0473e+04 1.1870e+01 3.1314e+03 3.3159e+03 3.2951e+03 2.3191e-06 2.0000e+00 Anaheim_gamma2_3rdtry 129864 0 0.010179421638008104 10.523699083701676 82.12199612703571 7531.934612121208 0.5386791083462934 0.5210824261275272 0.511883877656817 0.5064966303784344 0.3427931570762053 6.21107e-01 2999 1.69860856540e+10 535790 637173 678931 699332 711658 733858
416 369688 4.394230769230769 2.0 3000 0 2.90636912156e+10 1.2771e+05 2.91988450800e+10 3.979418e+10 6.3237e-01 8.36928e-01 1.24968e+01 1.0645e+04 1.1858e+01 4.7964e+03 5.0790e+03 5.0546e+03 2.1970e-06 2.0000e+00 Anaheim_gamma2_3rdtry 152453 0 0.01160540098445309 14.538312690106798 122.78180295514046 10932.60956371332 0.599878816731947 0.5868651403345524 0.5818717404946874 0.5770676895111554 0.45421815152236483 6.20667e-01 2999 3.97941835610e+10 648507 755320 802455 820869 835819 867681
416 369688 4.394230769230769 2.0 3000 1 2.90587130705e+10 1.3038e+05 2.91941236770e+10 3.980128e+10 6.3411e-01 8.37293e-01 1.24908e+01 1.1162e+04 1.1857e+01 4.7958e+03 5.0779e+03 5.0522e+03 2.2434e-06 2.0000e+00 Anaheim_gamma2_3rdtry 152255 0 0.016913085950419526 14.43367167656336 218.53128003612497 9882.431429716853 0.6006930168141784 0.5862538140269633 0.5808005669645755 0.5762588993962476 0.45428036614658845 6.21703e-01 2999 3.98012758460e+10 642721 750962 792872 813930 829329 861302
416 566801 4.394230769230769 2.0 3000 1 6.83997545436e+10 3.1195e+05 6.85350951070e+10 9.363205e+10 6.2938e-01 8.76369e-01 1.25137e+01 1.1160e+04 1.1864e+01 7.3570e+03 7.7902e+03 7.7602e+03 2.2803e-06 2.0000e+00 Anaheim_gamma2_3rdtry 166183 0 0.027146346091919432 19.96339310834838 357.0052799019225 14712.4773535301 0.6723841348198045 0.6582327836401135 0.6560591812646767 0.6534021640752221 0.57395099867502 6.20851e-01 2999 9.36320496680e+10 728387 835116 875339 895278 910548 941475
416 566801 4.394230769230769 2.0 3000 0 6.84020753291e+10 3.1128e+05 6.85484134340e+10 9.367888e+10 6.2904e-01 8.75415e-01 1.25127e+01 1.1236e+04 1.1864e+01 7.3574e+03 7.7908e+03 7.7595e+03 2.2753e-06 2.0000e+00 Anaheim_gamma2_3rdtry 166345 0 0.017208007854597335 22.398986896701366 179.68813058457556 15355.15569539584 0.6687620522899571 0.6579222690150511 0.6554981377943935 0.6529893207669005 0.5724248898643439 6.20604e-01 2999 9.36788753330e+10 729672 835015 876930 895440 915741 949297
416 3131905 4.394230769230769 2.0 3000 2 2.08759558849e+12 8.8320e+06 2.08765987574e+12 2.858579e+12 6.2201e-01 9.71352e-01 1.25546e+01 1.1441e+04 1.1862e+01 4.0648e+04 4.3039e+04 4.3019e+04 2.1153e-06 2.0000e+00 Anaheim_gamma2_3rdtry 172640 0 0.17941503544388585 108.33750657822756 1283.944928644119 68910.67134556278 0.9038495739813308 0.9019826591164164 0.9015340503623194 0.9007731716000326 0.8910730050879576 6.21397e-01 2999 2.85857917791e+12 846915 902240 925857 943984 960442 989570
416 1332354 4.394230769230769 2.0 3000 0 3.78263861955e+11 1.6793e+06 3.78372236467e+11 5.182857e+11 6.2297e-01 9.37500e-01 1.25488e+01 1.1566e+04 1.1869e+01 1.7302e+04 1.8321e+04 1.8293e+04 2.2197e-06 2.0000e+00 Anaheim_gamma2_3rdtry 172560 0 0.037206881364201 44.43789210090817 486.72274336506746 31197.076568579174 0.8079992254310792 0.8028121655355859 0.800973314899794 0.7996125654293078 0.7777445033377015 6.20381e-01 2999 5.18285728273e+11 807014 885767 917239 935059 950163 985949
416 1332354 4.394230769230769 2.0 3000 1 3.78438404946e+11 1.8683e+06 3.78550508115e+11 5.183640e+11 6.2311e-01 9.38052e-01 1.25501e+01 1.1610e+04 1.1871e+01 1.7305e+04 1.8324e+04 1.8295e+04 2.4684e-06 2.0000e+00 Anaheim_gamma2_3rdtry 172550 0 0.10946539366651695 52.85692232888741 847.6098332329007 39880.21107722631 0.8084885848655837 0.8034463813671141 0.80268757402312 0.8012705332066403 0.7789926701162003 6.20313e-01 2999 5.18364042077e+11 804664 881577 913251 934115 950755 986641
416 3131905 4.394230769230769 2.0 3000 0 2.09010590846e+12 1.0244e+07 2.09018769792e+12 2.863276e+12 6.2121e-01 9.71154e-01 1.25605e+01 1.1610e+04 1.1868e+01 4.0666e+04 4.3061e+04 4.3040e+04 2.4505e-06 2.0000e+00 Anaheim_gamma2_3rdtry 172640 0 0.09829674138832886 102.72791055741234 1926.0091456896262 107872.08793576687 0.9031755433194812 0.9013443894370998 0.9009328188434834 0.9002134483644938 0.8907885137001282 6.20492e-01 2999 2.86327644630e+12 846965 900629 922380 938254 956564 992016
416 2042744 4.394230769230769 2.0 3000 1 8.89380484381e+11 4.3035e+06 8.89466871991e+11 1.218308e+12 6.2156e-01 9.57557e-01 1.25577e+01 1.1659e+04 1.1870e+01 2.6529e+04 2.8092e+04 2.8066e+04 2.4193e-06 2.0000e+00 Anaheim_gamma2_3rdtry 172637 0 0.09633134954583175 95.31109693800678 937.327861467895 61166.628841088976 0.8628800280407138 0.8600921113952605 0.8590410741629886 0.8582392115703191 0.8432789424421269 6.20394e-01 2999 1.21830807677e+12 831519 889925 919155 939375 955638 990204
416 4801789 4.394230769230769 2.0 3000 1 4.91430444979e+12 2.4539e+07 4.91436922082e+12 6.732854e+12 6.2076e-01 9.80635e-01 1.25653e+01 1.1674e+04 1.1870e+01 6.2360e+04 6.6033e+04 6.6013e+04 2.4966e-06 2.0000e+00 Anaheim_gamma2_3rdtry 172640 0 0.22365379670556573 179.13548460696015 2317.6300123483566 183806.8390880099 0.9339521165965435 0.9327256986927164 0.9323704144434501 0.9319474470869087 0.9246360054554666 6.20316e-01 2999 6.73285373348e+12 860136 899406 923698 943124 962363 991855
416 4801789 4.394230769230769 2.0 3000 0 4.91199543985e+12 2.3849e+07 4.91206620576e+12 6.729278e+12 6.2099e-01 9.80438e-01 1.25624e+01 1.1675e+04 1.1867e+01 6.2342e+04 6.6015e+04 6.5998e+04 2.4276e-06 2.0000e+00 Anaheim_gamma2_3rdtry 172640 1.1171949413977396e-08 0.15933563520511326 179.06616114863948 1942.9230871759833 146140.50488712854 0.9332580002994717 0.9317702214737049 0.9314819955645698 0.9308584779547789 0.9237482113437304 6.20663e-01 2999 6.72927845895e+12 862874 902000 926157 943043 965238 996133
416 2042744 4.394230769230769 2.0 3000 0 8.89227483822e+11 4.2570e+06 8.89319561092e+11 1.218611e+12 6.2131e-01 9.57376e-01 1.25561e+01 1.1783e+04 1.1868e+01 2.6525e+04 2.8089e+04 2.8062e+04 2.3936e-06 2.0000e+00 Anaheim_gamma2_3rdtry 172638 0 0.0685863065865976 62.32620944529143 1141.6431757497007 53016.14818009161 0.8624448291122138 0.8587855355345555 0.8581001828912482 0.8567147914765629 0.8426826856424495 6.20203e-01 2999 1.21861145015e+12 832028 895321 921812 944159 959072 991437
416 7362030 4.394230769230769 2.0 3000 1 1.15499530991e+13 5.3099e+07 1.15500032428e+13 1.582288e+13 6.2021e-01 9.86939e-01 1.25666e+01 1.1838e+04 1.1869e+01 9.5601e+04 1.0123e+05 1.0122e+05 2.2986e-06 2.0000e+00 Anaheim_gamma2_3rdtry 172640 0 0.2393379357679378 284.39600709524126 3475.344639514439 181253.64255251398 0.9546228417977107 0.9537520222003986 0.9535371358171592 0.9532410218377269 0.9492936051605332 6.19994e-01 2999 1.58228843034e+13 868361 906515 926607 944991 965641 993591
416 17305600 4.394230769230769 2.0 3000 0 6.37920001250e+13 2.7187e+08 6.37920313597e+13 8.738678e+13 6.2100e-01 9.94169e-01 1.25646e+01 1.1888e+04 1.1866e+01 2.2467e+05 2.3791e+05 2.3790e+05 2.1309e-06 2.0000e+00 Anaheim_gamma2_3rdtry 172640 0 0.5526328661007299 686.8592202254098 7596.1946692516885 377341.3099408483 0.9790765994822486 0.9786618204511834 0.9785763567862426 0.9784449542344674 0.9763923238720414 6.20931e-01 2999 8.73867818427e+13 889951 920410 939987 957287 975102 1009425
416 4801789 4.394230769230769 2.0 3000 2 4.90699481660e+12 2.0971e+07 4.90706462674e+12 6.717519e+12 6.2185e-01 9.80601e-01 1.25567e+01 1.2105e+04 1.1862e+01 6.2319e+04 6.5986e+04 6.5968e+04 2.1368e-06 2.0000e+00 Anaheim_gamma2_3rdtry 172640 0 0.15557069015757885 182.35770726954632 2271.1969993515813 100400.95859789583 0.933481666937052 0.9321677816330538 0.931920790355428 0.9314424269787781 0.9241245294201806 6.21469e-01 2999 6.71751894566e+12 864857 909407 929938 949191 966234 1000884
416 17305600 4.394230769230769 2.0 3000 1 6.38065028696e+13 3.1006e+08 6.38065273213e+13 8.741557e+13 6.2081e-01 9.94178e-01 1.25665e+01 1.2094e+04 1.1868e+01 2.2470e+05 2.3794e+05 2.3793e+05 2.4297e-06 2.0000e+00 Anaheim_gamma2_3rdtry 172640 0 0.6449634993840574 695.8231469543812 7575.076671195085 616701.5981219817 0.9791300503883136 0.9787683755547337 0.9786870723927514 0.978561679456361 0.9764929849297337 6.20755e-01 2999 8.74155673227e+13 889806 918971 934778 951637 974848 1006314
416 17305600 4.394230769230769 2.0 3000 2 6.37737507242e+13 3.0211e+08 6.37737732172e+13 8.732614e+13 6.2085e-01 9.94181e-01 1.25635e+01 1.2136e+04 1.1865e+01 2.2466e+05 2.3788e+05 2.3788e+05 2.3686e-06 2.0000e+00 Anaheim_gamma2_3rdtry 172640 0 0.6103266287827398 641.6453565500775 8175.186375183093 459294.0531273637 0.9791825767381657 0.9788075536242603 0.9787155602810651 0.9786203309911242 0.9765413507766272 6.20818e-01 2999 8.73261351951e+13 891682 919366 938351 958156 975695 1008950
416 11287354 4.394230769230769 2.0 3000 2 2.71339680753e+13 1.2774e+08 2.71340124356e+13 3.715155e+13 6.2131e-01 9.91265e-01 1.25635e+01 1.2353e+04 1.1866e+01 1.4654e+05 1.5516e+05 1.5515e+05 2.3538e-06 2.0000e+00 Anaheim_gamma2_3rdtry 172640 1.3334259706936484e-08 0.3944902557160292 379.02760751430566 6801.420410899947 322237.9648015485 0.9690943510764347 0.9685996381437137 0.9684264354604276 0.9682782164890018 0.9656245387537239 6.21155e-01 2999 3.71515469799e+13 881544 917236 933258 950879 969015 999117
416 1332354 4.394230769230769 2.0 3000 2 3.77708038341e+11 1.6448e+06 3.77840514933e+11 5.170227e+11 6.2502e-01 9.37358e-01 1.25317e+01 1.2600e+04 1.1860e+01 1.7288e+04 1.8304e+04 1.8268e+04 2.1773e-06 2.0000e+00 Anaheim_gamma2_3rdtry 172577 0 0.06086114066258061 45.46502265413905 810.5013465093131 34401.40064886491 0.8091100413253535 0.8029690307530881 0.801564749308367 0.7992020138791943 0.7777932891708961 6.21962e-01 2999 5.17022698985e+11 806630 884908 917740 936702 956478 992852
416 869010 4.394230769230769 2.0 3000 2 1.60456837469e+11 7.5269e+05 1.60603999909e+11 2.196338e+11 6.2816e-01 9.10522e-01 1.25105e+01 1.3106e+04 1.1853e+01 1.1269e+04 1.1930e+04 1.1895e+04 2.3454e-06 2.0000e+00 Anaheim_gamma2_3rdtry 171548 0 0.030897456677377186 31.62760118702931 545.4761320070697 26457.901481828376 0.7449120263288109 0.7357648358476887 0.7342585240676172 0.7324115948032819 0.6882958769174118 6.22540e-01 2999 2.19633828612e+11 776523 869766 905164 924735 942833 976069
416 566801 4.394230769230769 2.0 3000 2 6.81948432514e+10 3.4686e+05 6.83364554840e+10 9.341338e+10 6.3276e-01 8.76670e-01 1.24902e+01 1.3384e+04 1.1847e+01 7.3465e+03 7.7775e+03 7.7456e+03 2.5431e-06 2.0000e+00 Anaheim_gamma2_3rdtry 166241 0 0.01768021851291505 13.304961068370291 257.31825141373173 20957.264155669563 0.6761491246486863 0.666115620826357 0.6590320059421207 0.6555034306573206 0.5752601001056808 6.23316e-01 2999 9.34133787470e+10 728763 827115 868920 890626 905889 938525
416 11287354 4.394230769230769 2.0 3000 0 2.71439441935e+13 1.2819e+08 2.71439839568e+13 3.719163e+13 6.2119e-01 9.91263e-01 1.25654e+01 1.4119e+04 1.1867e+01 1.4655e+05 1.5519e+05 1.5518e+05 2.3613e-06 2.0000e+00 Anaheim_gamma2_3rdtry 172640 0 0.39610283428622145 459.88225891590196 5279.317933532461 255330.77923717588 0.9691401545481785 0.968520966029771 0.9683568886029444 0.9681545382558215 0.9655234521748852 6.21065e-01 2999 3.71916278769e+13 885347 915026 933886 953098 969151 1001983
416 1 4.394230769230769 2.0 149138 9 2.23618520381e+00 1.8130e-06 7.00000000000e+00 7.000000e+00 1.0000e+00 1.74229e-01 7.00000e+00 1.8374e+02 7.0000e+00 7.6586e-03 2.0383e-02 7.6586e-03 4.0538e-07 2.0000e+00 Anaheim_gamma2_3rdtry 1 0 0 0 1.8673449721015787e-06 0.003204442882965664 0.0 0.0 0.0 0.0 0.0 1.74229e-01 149137 7.00000000000e+00 27 56 105 126 131 135
416 1 4.394230769230769 2.0 149138 5 5.63930883337e+00 1.9755e-06 1.60000000000e+01 1.600000e+01 1.0000e+00 1.10126e-01 1.60000e+01 1.8613e+02 1.6000e+01 1.7505e-02 2.8554e-02 1.7505e-02 1.7515e-07 2.0000e+00 Anaheim_gamma2_3rdtry 1 0 0 0 0 2.5761044553985297e-05 0.0 0.0 0.0 0.0 0.0 1.10126e-01 149137 1.60000000000e+01 30 66 106 127 133 134
416 3 4.394230769230769 2.0 148051 5 1.84154931285e+01 4.4588e-06 4.30000000000e+01 4.300000e+01 1.0000e+00 1.43337e-01 1.43333e+01 2.0141e+02 1.4333e+01 4.7046e-02 7.0248e-02 4.7046e-02 1.2106e-07 2.0000e+00 Anaheim_gamma2_3rdtry 3 0 0 0 3.9380584316813186e-08 7.460559989075284e-06 0.0 0.0 0.0 0.0 0.0 1.43337e-01 148050 4.30000000000e+01 66 136 180 191 194 197
416 2 4.394230769230769 2.0 148557 9 4.97248145680e+00 3.5094e-06 1.80000000000e+01 1.800000e+01 1.0000e+00 1.41151e-01 9.00000e+00 2.0864e+02 9.0000e+00 1.9694e-02 3.7824e-02 1.9694e-02 3.5288e-07 2.0000e+00 Anaheim_gamma2_3rdtry 2 0 0 0 1.9969693546874334e-07 0.0012036613065650372 0.0 0.0 0.0 0.0 0.0 1.41151e-01 148556 1.80000000000e+01 47 102 150 167 171 172
416 3 4.394230769230769 2.0 148051 8 1.88364382951e+01 5.4425e-06 5.10000000000e+01 5.500000e+01 3.3333e-01 1.06413e-01 1.56667e+01 2.1252e+02 1.4333e+01 4.7046e-02 6.9704e-02 5.1422e-02 1.4447e-07 2.0000e+00 Anaheim_gamma2_3rdtry 3 0 0 0 1.7652524426914412e-07 1.7652524426914412e-07 0.0 0.0 0.0 0.0 0.0 1.64253e-01 148050 5.50000000000e+01 71 129 171 189 194 198
416 2 4.394230769230769 2.0 148557 8 1.34824346740e+01 3.8503e-06 3.40000000000e+01 3.100000e+01 5.0000e-01 1.08817e-01 1.70000e+01 2.0603e+02 1.5500e+01 3.3917e-02 5.0425e-02 3.7199e-02 1.4279e-07 2.0000e+00 Anaheim_gamma2_3rdtry 2 0 0 0 1.435381299513816e-07 0.00017933439260160808 0.0 0.0 0.0 0.0 0.0 1.93395e-01 148556 3.10000000000e+01 49 97 140 171 179 180
416 2 4.394230769230769 2.0 148557 7 1.41899866295e+01 4.2021e-06 3.40000000000e+01 3.300000e+01 5.0000e-01 1.14394e-01 1.70000e+01 2.0976e+02 1.6500e+01 3.6105e-02 5.3630e-02 3.7199e-02 1.4807e-07 2.0000e+00 Anaheim_gamma2_3rdtry 2 0 0 0 1.0450239724350135e-08 3.211012340367453e-05 0.0 0.0 0.0 0.0 0.0 1.32784e-01 148556 3.30000000000e+01 47 113 151 169 176 182
416 1 4.394230769230769 2.0 149138 8 4.84492714597e+00 2.0212e-06 1.20000000000e+01 1.200000e+01 1.0000e+00 1.06392e-01 1.20000e+01 2.0418e+02 1.2000e+01 1.3129e-02 2.2036e-02 1.3129e-02 2.0859e-07 2.0000e+00 Anaheim_gamma2_3rdtry 1 0 0 0 4.372384398010338e-06 0.0012478396278297471 0.0 0.0 0.0 0.0 0.0 2.07238e-01 149137 1.20000000000e+01 21 61 104 125 130 134
416 2 4.394230769230769 2.0 148557 5 1.24774503159e+01 3.0132e-06 3.00000000000e+01 3.000000e+01 1.0000e+00 1.24738e-01 1.50000e+01 2.1079e+02 1.5000e+01 3.2823e-02 4.9465e-02 3.2823e-02 1.2075e-07 2.0000e+00 Anaheim_gamma2_3rdtry 2 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 1.24738e-01 148556 3.00000000000e+01 51 103 135 145 148 148
416 2 4.394230769230769 2.0 148557 4 5.77345726523e+00 2.3250e-06 1.80000000000e+01 1.800000e+01 1.0000e+00 1.95818e-01 9.00000e+00 2.0663e+02 9.0000e+00 1.9694e-02 3.0110e-02 1.9694e-02 2.0135e-07 2.0000e+00 Anaheim_gamma2_3rdtry 2 0 0 0 1.8024650101332307e-06 0.0012984954455350218 0.0 0.0 0.0 0.0 0.0 2.67650e-01 148556 1.80000000000e+01 34 76 125 159 166 166
416 1 4.394230769230769 2.0 149138 7 2.46378117327e+00 1.5822e-06 1.20000000000e+01 1.100000e+01 0.0000e+00 9.74316e-02 1.20000e+01 2.0789e+02 1.1000e+01 1.2035e-02 1.9993e-02 1.3129e-02 3.2109e-07 2.0000e+00 Anaheim_gamma2_3rdtry 1 0 0 0 1.8061281440925891e-07 0.001148294763318047 0.0 0.0 0.0 0.0 0.0 8.48591e-02 149137 1.10000000000e+01 26 63 100 126 129 130
